order_id,customer_id,order_date,total_amount,payment_method,order_status
4006,4247,2025-06-15,1054.63,Credit Card,Delivered
4007,2512,2024-08-26,652.77,Debit Card,Delivered
4008,5861,2025-01-05,1682.22,UPI,Delivered
4009,8130,2025-09-07,2459.62,UPI,Cancelled
4010,1702,2024-08-01,1120.87,PayPal,Delivered
4011,7405,2025-09-19,366.73,Cash,Delivered
4012,4995,2026-06-08,2287.7,Credit Card,Delivered
4013,4265,2025-12-28,454.35,Debit Card,Processing
4014,5205,2026-04-17,2325.62,Credit Card,Processing
4015,7080,2024-08-28,961.92,Debit Card,Cancelled
4016,5981,2025-04-29,683.93,PayPal,Cancelled
4017,5806,2025-08-05,1137.94,PayPal,Processing
4018,4003,2026-06-05,2870.56,PayPal,Delivered
4019,4205,2024-11-28,634.89,UPI,Cancelled
4020,5312,2025-04-18,947.92,Credit Card,Delivered
4021,3718,2026-05-20,2320.77,Credit Card,Processing
4022,3548,2024-12-08,1484.54,Debit Card,Shipped
4023,8865,2024-09-09,1917.64,Debit Card,Shipped
4024,7831,2026-06-14,1216.79,PayPal,Cancelled
4025,7090,2026-03-19,2295.15,PayPal,Shipped
4026,9647,2024-10-26,1881.94,UPI,Processing
4027,451,2025-10-22,1158.66,Credit Card,Shipped
4028,5572,2026-03-13,384.75,Credit Card,Shipped
4029,4661,2024-12-25,1569.4,Cash,Processing
4030,1695,2026-04-26,2530.93,Cash,Cancelled
4031,1886,2026-04-20,1042.09,Cash,Cancelled
4032,20,2025-09-21,1351.48,UPI,Processing
4033,5323,2024-08-23,2554.49,PayPal,Processing
4034,3037,2025-09-08,542.17,Cash,Cancelled
4035,5809,2026-04-20,2230.71,Debit Card,Shipped
4036,6683,2025-04-24,2100.02,Debit Card,Delivered
4037,6712,2025-05-24,1294.69,UPI,Shipped
4038,7271,2026-03-28,305.26,Debit Card,Processing
4039,1909,2026-05-10,2200.07,Credit Card,Cancelled
4040,7272,2025-05-24,912.55,Cash,Delivered
4041,7831,2025-09-17,593.5,Credit Card,Cancelled
4042,7622,2026-06-30,126.02,Credit Card,Shipped
4043,831,2025-07-30,2844.04,Credit Card,Processing
4044,6230,2026-06-01,2375.21,PayPal,Processing
4045,8670,2024-10-28,716.58,UPI,Shipped
4046,7643,2026-02-08,467.71,Cash,Processing
4047,2451,2024-10-11,2792.35,PayPal,Cancelled
4048,6548,2024-09-13,2297.7,Cash,Shipped
4049,9026,2025-02-28,1497.96,PayPal,Cancelled
4050,9374,2024-12-28,1735.85,UPI,Shipped
4051,9157,2025-03-06,1942.95,UPI,Cancelled
4052,1925,2025-05-02,1788.33,PayPal,Shipped
4053,1589,2026-03-10,2123.01,Debit Card,Cancelled
4054,3684,2025-03-28,2402.51,Debit Card,Processing
4055,2487,2025-03-13,2445.48,Debit Card,Delivered
4056,4006,2024-12-03,2072.16,Cash,Shipped
4057,3617,2024-12-14,1588.42,Debit Card,Delivered
4058,1092,2024-10-08,1765.88,Debit Card,Processing
4059,576,2026-03-07,612.08,Credit Card,Cancelled
4060,9189,2025-09-22,334.78,UPI,Processing
4061,8875,2024-12-12,1867.33,Credit Card,Shipped
4062,6416,2024-11-19,2025.37,Debit Card,Processing
4063,7152,2025-01-24,2636.07,UPI,Delivered
4064,5361,2026-02-23,1552.97,Debit Card,Shipped
4065,520,2025-03-02,749.6,UPI,Cancelled
4066,7325,2025-04-02,1193.36,Debit Card,Cancelled
4067,6394,2025-12-10,462.81,Credit Card,Delivered
4068,7837,2026-01-22,617.68,Credit Card,Cancelled
4069,3442,2025-11-20,2771.45,PayPal,Delivered
4070,3814,2024-10-31,1704.86,Credit Card,Shipped
4071,3906,2024-12-07,1579.58,Cash,Shipped
4072,6645,2026-01-23,2847.4,PayPal,Processing
4073,2382,2026-01-12,2432.45,Cash,Shipped
4074,5109,2024-08-06,2219.75,Credit Card,Shipped
4075,5613,2026-07-09,254.67,Cash,Processing
4076,2310,2025-05-11,837.59,Credit Card,Delivered
4077,6365,2026-02-26,797.67,UPI,Shipped
4078,3843,2025-09-25,2562.51,Debit Card,Processing
4079,8077,2025-07-14,2123.79,Credit Card,Shipped
4080,124,2024-08-17,1526.5,Cash,Delivered
4081,5048,2025-05-15,2733.25,Credit Card,Shipped
4082,5974,2026-03-22,2060.01,UPI,Delivered
4083,8498,2024-12-05,515.14,Debit Card,Shipped
4084,9790,2024-11-19,914.11,Debit Card,Shipped
4085,5545,2025-08-12,941.04,PayPal,Cancelled
4086,9097,2026-02-10,1444.08,PayPal,Processing
4087,1760,2025-08-17,620.53,Credit Card,Shipped
4088,7921,2024-09-08,1483.37,Credit Card,Delivered
4089,699,2026-02-21,1694.36,Cash,Processing
4090,8526,2025-10-09,2769.95,Cash,Cancelled
4091,3463,2025-02-11,533.26,UPI,Shipped
4092,2719,2025-03-19,1155.4,Credit Card,Processing
4093,6887,2025-12-08,424.42,Cash,Shipped
4094,5007,2025-05-25,1461.02,UPI,Cancelled
4095,5989,2026-01-09,2256.67,PayPal,Delivered
4096,7507,2026-02-18,298.8,Debit Card,Shipped
4097,1128,2025-06-06,2512.32,Credit Card,Delivered
4098,5670,2026-03-25,1856.4,Credit Card,Processing
4099,771,2025-04-29,22.17,Credit Card,Processing
4100,1149,2025-03-12,512.66,Debit Card,Delivered
4101,2607,2026-03-01,341.05,Debit Card,Shipped
4102,1455,2025-06-03,552.55,UPI,Delivered
4103,7636,2026-04-18,2359.07,PayPal,Cancelled
4104,8415,2025-07-25,2374.56,Cash,Cancelled
4105,848,2024-07-17,1076.07,PayPal,Cancelled
4106,5639,2025-05-19,1157.57,UPI,Cancelled
4107,7417,2025-02-22,1561.42,Credit Card,Delivered
4108,4784,2024-10-29,2605.93,UPI,Cancelled
4109,6076,2025-10-28,469.71,PayPal,Cancelled
4110,2784,2025-11-10,1580.51,Cash,Shipped
4111,6514,2024-12-11,598.99,UPI,Cancelled
4112,5819,2024-10-13,756.99,Credit Card,Shipped
4113,7403,2025-05-30,2599.68,Cash,Delivered
4114,9412,2026-01-24,1138.09,Credit Card,Shipped
4115,8276,2025-11-21,371.21,Credit Card,Cancelled
4116,7071,2025-01-31,1613.15,PayPal,Processing
4117,8638,2026-06-04,25.63,Cash,Shipped
4118,7654,2024-09-19,1199.94,Cash,Cancelled
4119,705,2025-02-15,2104.65,Debit Card,Delivered
4120,2466,2025-01-02,2788.18,PayPal,Cancelled
4121,931,2025-09-14,1047.58,UPI,Cancelled
4122,4462,2024-11-20,2359.04,PayPal,Cancelled
4123,8384,2026-06-30,2022.06,UPI,Cancelled
4124,9398,2024-10-18,1205.91,Debit Card,Shipped
4125,9765,2026-01-27,109.97,Cash,Processing
4126,306,2026-04-12,2006.29,PayPal,Processing
4127,1698,2024-11-12,2521.64,Credit Card,Cancelled
4128,3036,2024-09-14,1871.63,UPI,Delivered
4129,3878,2026-06-01,1851.19,UPI,Shipped
4130,672,2025-06-03,2624.32,UPI,Cancelled
4131,1180,2026-03-20,1722.57,Cash,Processing
4132,9660,2025-07-18,690.97,PayPal,Delivered
4133,3002,2025-03-24,1832.07,PayPal,Cancelled
4134,4953,2026-04-28,1609.67,Cash,Shipped
4135,5921,2024-11-13,1940.99,PayPal,Processing
4136,5905,2026-01-19,755.93,PayPal,Shipped
4137,6755,2025-11-04,511.29,Debit Card,Processing
4138,7128,2025-12-07,2591.34,UPI,Shipped
4139,6348,2025-07-11,174.12,Cash,Cancelled
4140,1640,2025-09-26,2554.84,Debit Card,Cancelled
4141,1098,2026-02-22,1677.02,PayPal,Shipped
4142,8481,2025-10-24,1952.88,Debit Card,Cancelled
4143,6406,2024-09-30,170.5,Cash,Shipped
4144,1881,2026-06-07,1614.6,Debit Card,Delivered
4145,5755,2024-10-29,2149.62,Credit Card,Cancelled
4146,2009,2025-06-14,2634.07,Credit Card,Processing
4147,8530,2026-01-17,2800.68,Debit Card,Cancelled
4148,4634,2025-05-03,1543.19,Credit Card,Processing
4149,6160,2025-09-20,1107.23,Credit Card,Cancelled
4150,7683,2025-12-30,2068.84,Debit Card,Delivered
4151,607,2024-07-29,1370.97,PayPal,Delivered
4152,5998,2025-05-21,1076.93,UPI,Processing
4153,9001,2025-12-30,1336.34,Credit Card,Shipped
4154,3355,2025-10-19,1533.99,PayPal,Cancelled
4155,9017,2026-06-04,1819.45,PayPal,Delivered
4156,1617,2024-11-18,1454.84,PayPal,Processing
4157,5632,2026-04-20,583.71,PayPal,Shipped
4158,2204,2024-10-25,1918.9,Cash,Processing
4159,2226,2024-12-27,2257.51,Debit Card,Cancelled
4160,288,2024-12-01,2305.11,Debit Card,Delivered
4161,7504,2024-07-14,795.32,Debit Card,Delivered
4162,5178,2024-12-23,354.06,Credit Card,Delivered
4163,7461,2026-02-27,715.69,Debit Card,Shipped
4164,9284,2025-05-15,2564.0,Cash,Delivered
4165,4576,2025-09-10,2996.6,Debit Card,Cancelled
4166,5014,2025-11-22,1960.55,Debit Card,Delivered
4167,7811,2024-12-30,1462.83,UPI,Cancelled
4168,220,2026-02-16,1763.89,UPI,Shipped
4169,9279,2025-05-18,1990.07,PayPal,Cancelled
4170,6949,2025-04-21,1078.52,Credit Card,Shipped
4171,1682,2024-10-02,1268.07,Credit Card,Processing
4172,3110,2024-12-08,1108.21,Credit Card,Shipped
4173,8656,2025-02-13,1764.2,UPI,Shipped
4174,8185,2024-09-25,230.6,Cash,Processing
4175,1930,2024-08-23,551.23,Credit Card,Processing
4176,9878,2024-10-01,2060.69,UPI,Processing
4177,6306,2025-11-26,1728.73,UPI,Delivered
4178,7959,2024-07-16,2770.34,Cash,Shipped
4179,7320,2026-01-10,264.06,Cash,Cancelled
4180,4445,2026-06-23,451.85,Cash,Delivered
4181,321,2026-05-31,1100.81,Credit Card,Shipped
4182,5365,2024-12-14,2602.2,Cash,Processing
4183,4811,2025-11-30,2194.79,UPI,Delivered
4184,3029,2026-02-27,2137.55,UPI,Shipped
4185,6775,2025-10-23,2127.17,Credit Card,Cancelled
4186,5381,2026-01-26,349.62,Credit Card,Cancelled
4187,5368,2024-09-29,1839.56,PayPal,Delivered
4188,7898,2025-09-18,40.19,Debit Card,Processing
4189,3547,2026-06-03,1282.45,UPI,Delivered
4190,1462,2024-09-01,1357.12,PayPal,Shipped
4191,6880,2025-02-18,689.65,Debit Card,Shipped
4192,7748,2025-01-12,999.0,Credit Card,Cancelled
4193,2073,2026-06-03,1297.14,Debit Card,Cancelled
4194,4065,2025-09-15,2977.44,UPI,Shipped
4195,7060,2026-05-25,340.3,PayPal,Processing
4196,9747,2026-03-28,74.26,Debit Card,Shipped
4197,4716,2025-03-23,318.99,Cash,Cancelled
4198,9764,2026-01-05,272.58,Credit Card,Processing
4199,3875,2025-11-18,1816.04,UPI,Processing
4200,4422,2025-11-07,1765.32,Debit Card,Shipped
4201,7306,2025-07-09,833.31,Debit Card,Shipped
4202,4392,2025-07-12,1919.28,UPI,Shipped
4203,8011,2024-12-29,2202.23,Cash,Processing
4204,7809,2026-04-04,2432.08,Credit Card,Shipped
4205,8367,2025-12-18,1791.47,Cash,Shipped
4206,8548,2026-01-22,1767.3,Credit Card,Delivered
4207,2916,2025-09-05,946.29,Credit Card,Delivered
4208,7499,2026-05-05,1857.44,UPI,Processing
4209,5928,2025-03-04,1180.3,PayPal,Shipped
4210,644,2025-10-22,184.88,UPI,Shipped
4211,2649,2024-09-25,2772.96,Credit Card,Shipped
4212,3158,2025-07-19,2655.56,UPI,Processing
4213,8167,2026-02-01,319.94,Cash,Shipped
4214,9023,2026-04-25,1568.83,UPI,Cancelled
4215,6535,2025-06-29,1696.67,Debit Card,Processing
4216,1795,2026-02-10,109.5,Credit Card,Processing
4217,7058,2025-10-30,2441.95,Credit Card,Cancelled
4218,6526,2025-07-02,331.92,Debit Card,Shipped
4219,372,2026-07-10,2457.36,Credit Card,Processing
4220,8082,2025-12-30,1469.89,Credit Card,Cancelled
4221,7361,2026-02-20,1499.31,Credit Card,Processing
4222,404,2025-09-15,2237.61,PayPal,Processing
4223,1796,2024-08-17,883.39,Debit Card,Processing
4224,3531,2025-11-24,2488.92,Cash,Delivered
4225,97,2025-11-19,254.28,Cash,Delivered
4226,8697,2025-11-25,2153.66,Cash,Delivered
4227,8503,2025-12-15,295.68,Credit Card,Shipped
4228,6844,2025-03-27,1768.81,Debit Card,Delivered
4229,3917,2025-06-06,1160.07,UPI,Delivered
4230,4342,2026-07-13,951.4,Cash,Processing
4231,881,2025-12-20,280.64,PayPal,Delivered
4232,3041,2026-06-25,1542.46,Debit Card,Processing
4233,8689,2026-02-28,1128.0,UPI,Cancelled
4234,7366,2026-01-19,2816.35,Credit Card,Processing
4235,6944,2025-07-17,1519.58,PayPal,Delivered
4236,3228,2025-04-02,1206.07,Credit Card,Cancelled
4237,9716,2024-08-21,954.08,Cash,Shipped
4238,2617,2025-11-22,1417.34,Debit Card,Processing
4239,9707,2026-01-09,221.76,UPI,Processing
4240,9980,2024-09-19,2242.32,UPI,Processing
4241,4658,2026-01-05,51.04,Credit Card,Shipped
4242,6863,2025-11-08,1917.0,PayPal,Delivered
4243,1941,2025-10-15,157.91,UPI,Cancelled
4244,1951,2024-07-20,1437.15,Debit Card,Processing
4245,8005,2026-06-26,1795.18,Cash,Processing
4246,2038,2026-05-24,2000.12,Cash,Cancelled
4247,9796,2026-03-05,2043.44,PayPal,Cancelled
4248,4762,2025-01-02,507.91,PayPal,Cancelled
4249,5058,2025-07-16,2676.35,Credit Card,Processing
4250,242,2026-07-06,113.26,Cash,Cancelled
4251,909,2025-02-07,1299.16,PayPal,Cancelled
4252,114,2026-06-29,2571.94,Credit Card,Processing
4253,2310,2025-06-11,2036.0,Credit Card,Processing
4254,1992,2025-06-18,141.11,PayPal,Delivered
4255,1243,2025-01-14,90.42,Cash,Processing
4256,5680,2025-09-29,32.73,UPI,Shipped
4257,1069,2025-12-15,1452.2,Credit Card,Cancelled
4258,7867,2026-02-16,675.87,PayPal,Processing
4259,1868,2025-02-23,506.22,PayPal,Processing
4260,8327,2024-12-23,163.86,UPI,Shipped
4261,3419,2025-11-09,1264.76,Credit Card,Cancelled
4262,2536,2025-03-16,1620.52,UPI,Processing
4263,1151,2025-01-22,2153.76,Cash,Shipped
4264,952,2025-01-02,437.89,Cash,Cancelled
4265,1390,2025-10-15,181.9,Cash,Shipped
4266,3946,2025-10-24,2242.39,PayPal,Cancelled
4267,8018,2025-06-22,2695.76,UPI,Cancelled
4268,3370,2024-11-21,1409.46,Debit Card,Cancelled
4269,4326,2026-03-06,965.32,Debit Card,Cancelled
4270,8157,2024-09-23,1728.76,Credit Card,Cancelled
4271,6043,2026-04-09,1403.27,Credit Card,Cancelled
4272,2663,2025-04-24,2890.66,Credit Card,Processing
4273,6596,2026-04-26,2888.22,UPI,Delivered
4274,2659,2025-06-19,1685.31,Credit Card,Cancelled
4275,9671,2025-09-17,2275.86,PayPal,Processing
4276,7598,2025-03-13,2006.99,UPI,Cancelled
4277,3716,2026-06-28,1466.3,Credit Card,Shipped
4278,6299,2025-03-09,1172.43,UPI,Delivered
4279,2425,2024-12-12,231.54,PayPal,Cancelled
4280,4611,2024-07-13,1092.82,Cash,Delivered
4281,1612,2025-05-14,2938.19,Cash,Delivered
4282,3362,2025-06-20,1226.24,PayPal,Cancelled
4283,3808,2024-11-15,1437.93,Cash,Cancelled
4284,9296,2025-07-01,2423.27,Credit Card,Delivered
4285,9634,2024-08-31,942.99,UPI,Cancelled
4286,5610,2026-05-24,1641.41,PayPal,Cancelled
4287,2515,2025-11-12,400.44,UPI,Delivered
4288,6404,2025-07-17,110.54,PayPal,Cancelled
4289,3228,2025-02-13,1753.94,PayPal,Cancelled
4290,8714,2024-07-18,785.74,Credit Card,Delivered
4291,5004,2025-08-14,1683.81,UPI,Shipped
4292,3101,2025-10-22,1301.13,Credit Card,Cancelled
4293,5194,2026-01-23,210.12,Cash,Processing
4294,2413,2024-12-29,345.28,Credit Card,Shipped
4295,2126,2025-07-25,2027.42,Debit Card,Cancelled
4296,8625,2026-04-23,1667.06,Credit Card,Shipped
4297,8059,2025-03-16,1894.29,UPI,Delivered
4298,8986,2026-02-08,2058.32,UPI,Shipped
4299,7485,2025-07-22,2940.51,Cash,Delivered
4300,9345,2025-04-27,614.17,UPI,Delivered
4301,2574,2025-01-03,890.27,Cash,Cancelled
4302,4601,2026-01-27,1216.19,Credit Card,Processing
4303,8386,2026-04-10,2537.44,PayPal,Cancelled
4304,6389,2024-12-27,954.78,UPI,Cancelled
4305,1738,2025-10-28,1506.85,Credit Card,Delivered
4306,3618,2025-06-16,2324.18,PayPal,Delivered
4307,5955,2025-05-28,2397.03,Cash,Cancelled
4308,4076,2025-06-26,2391.64,Credit Card,Shipped
4309,8968,2024-07-27,1061.4,UPI,Delivered
4310,8528,2026-05-24,2936.83,UPI,Cancelled
4311,7828,2025-07-29,667.82,Credit Card,Delivered
4312,4604,2026-01-05,1089.17,Credit Card,Delivered
4313,7961,2025-03-14,785.05,Debit Card,Cancelled
4314,9783,2024-11-22,33.65,PayPal,Processing
4315,3175,2025-09-22,2734.17,UPI,Delivered
4316,9981,2024-10-30,2550.09,Cash,Processing
4317,4276,2026-01-09,2915.43,Cash,Delivered
4318,9355,2024-12-27,1158.49,Credit Card,Cancelled
4319,3200,2026-04-23,897.2,UPI,Shipped
4320,6089,2024-08-31,85.78,Cash,Delivered
4321,1400,2024-12-19,2306.94,Cash,Delivered
4322,7773,2026-01-23,1384.88,Debit Card,Delivered
4323,6138,2026-01-17,2348.43,PayPal,Processing
4324,5692,2024-11-29,1603.18,Cash,Processing
4325,7405,2026-05-08,1200.07,Credit Card,Delivered
4326,3564,2025-02-04,828.47,UPI,Shipped
4327,562,2025-08-31,2954.29,PayPal,Processing
4328,2234,2026-05-09,2874.25,Debit Card,Shipped
4329,4707,2025-05-10,70.91,PayPal,Cancelled
4330,2336,2024-10-12,2659.79,Credit Card,Shipped
4331,1192,2026-01-22,2786.75,Credit Card,Delivered
4332,8588,2026-03-25,1763.76,PayPal,Shipped
4333,1517,2026-05-09,2334.92,PayPal,Delivered
4334,6873,2025-08-16,213.49,Cash,Delivered
4335,2264,2026-02-06,2232.44,UPI,Delivered
4336,756,2026-02-05,2053.45,UPI,Cancelled
4337,571,2026-01-22,1592.67,Credit Card,Shipped
4338,1756,2026-04-01,895.87,Debit Card,Shipped
4339,5365,2025-06-02,902.5,Debit Card,Processing
4340,2876,2024-12-22,383.62,Debit Card,Shipped
4341,481,2024-08-23,372.46,PayPal,Cancelled
4342,2946,2024-10-15,40.87,UPI,Shipped
4343,3072,2025-07-11,952.47,Debit Card,Shipped
4344,6183,2025-01-12,1905.22,PayPal,Cancelled
4345,4254,2024-07-26,2339.83,Cash,Processing
4346,3538,2026-07-13,2023.7,Cash,Processing
4347,9546,2026-01-07,510.7,UPI,Cancelled
4348,4137,2025-02-03,1207.62,UPI,Delivered
4349,5375,2026-05-06,1912.7,UPI,Processing
4350,3461,2026-05-18,2769.13,UPI,Delivered
4351,7531,2025-08-20,1340.25,Credit Card,Cancelled
4352,5839,2024-12-06,2089.3,Cash,Cancelled
4353,8424,2025-01-02,2652.93,PayPal,Processing
4354,6071,2026-02-07,1119.78,UPI,Processing
4355,9363,2024-10-07,868.71,UPI,Delivered
4356,933,2025-08-20,417.23,UPI,Cancelled
4357,4190,2026-04-13,1111.07,PayPal,Cancelled
4358,560,2026-01-08,2952.47,PayPal,Processing
4359,721,2025-03-25,1893.73,UPI,Shipped
4360,9025,2024-11-28,376.17,Credit Card,Processing
4361,6025,2025-09-10,1716.63,Cash,Shipped
4362,8305,2026-02-23,1331.29,UPI,Shipped
4363,6667,2025-01-13,578.18,PayPal,Cancelled
4364,2015,2024-09-12,615.09,Credit Card,Processing
4365,5742,2026-06-16,2657.6,UPI,Cancelled
4366,4361,2025-02-22,2117.08,Credit Card,Delivered
4367,6160,2025-02-03,1656.27,PayPal,Cancelled
4368,6783,2024-11-07,1928.99,Credit Card,Cancelled
4369,8244,2026-02-17,1076.26,Cash,Delivered
4370,8724,2026-06-08,958.22,UPI,Delivered
4371,7823,2026-01-31,2637.66,Debit Card,Cancelled
4372,815,2025-10-13,1134.49,UPI,Shipped
4373,7591,2025-12-12,1380.09,PayPal,Shipped
4374,6548,2025-08-11,1338.62,UPI,Shipped
4375,7424,2024-10-06,2276.0,Credit Card,Cancelled
4376,9075,2025-03-02,811.25,Cash,Shipped
4377,2632,2025-01-20,995.29,Credit Card,Cancelled
4378,5560,2026-05-19,1431.42,Cash,Processing
4379,4754,2025-05-19,2757.54,Credit Card,Delivered
4380,1984,2026-02-06,97.12,UPI,Processing
4381,5551,2024-11-27,2687.36,Debit Card,Delivered
4382,7776,2025-12-03,852.2,Cash,Shipped
4383,6847,2024-08-25,1570.58,Credit Card,Delivered
4384,715,2025-03-19,780.95,Debit Card,Cancelled
4385,2562,2024-07-20,833.88,Credit Card,Delivered
4386,550,2025-10-20,589.67,PayPal,Shipped
4387,2191,2024-08-16,456.6,PayPal,Delivered
4388,6457,2025-08-06,2633.34,Debit Card,Processing
4389,1776,2026-03-03,2437.0,Debit Card,Shipped
4390,484,2024-09-12,889.25,UPI,Processing
4391,1494,2024-11-21,1935.71,Debit Card,Cancelled
4392,2416,2026-03-10,2445.53,Cash,Processing
4393,7814,2024-08-05,2962.34,UPI,Processing
4394,1423,2024-08-13,1879.63,Cash,Cancelled
4395,647,2024-10-15,244.87,UPI,Delivered
4396,8453,2024-12-20,153.66,UPI,Delivered
4397,8293,2026-01-14,2905.28,PayPal,Processing
4398,6368,2024-10-05,729.76,PayPal,Processing
4399,5979,2025-01-12,612.83,Cash,Processing
4400,553,2026-02-19,343.65,UPI,Shipped
4401,2085,2025-06-08,2002.2,PayPal,Delivered
4402,9915,2025-08-01,1871.89,UPI,Processing
4403,5687,2025-06-04,1671.29,Cash,Processing
4404,6982,2024-07-24,1735.61,Cash,Cancelled
4405,7901,2025-09-30,2358.58,Debit Card,Cancelled
4406,3093,2026-06-16,1565.57,PayPal,Shipped
4407,8679,2025-01-14,1839.06,Credit Card,Shipped
4408,3863,2025-03-09,1448.19,Credit Card,Delivered
4409,8615,2025-10-27,990.55,Debit Card,Cancelled
4410,9914,2024-11-27,514.03,UPI,Delivered
4411,2393,2025-04-06,600.0,PayPal,Processing
4412,3016,2025-03-16,185.16,Credit Card,Processing
4413,8690,2025-09-29,1277.59,PayPal,Delivered
4414,2860,2026-05-28,2133.58,Cash,Shipped
4415,6552,2025-08-25,307.31,Cash,Delivered
4416,3817,2025-07-17,96.13,Cash,Cancelled
4417,5555,2025-08-20,1841.0,Cash,Processing
4418,2211,2026-04-25,123.01,Credit Card,Cancelled
4419,2167,2025-04-05,709.64,Debit Card,Processing
4420,1918,2026-02-07,2126.36,Credit Card,Cancelled
4421,3426,2026-01-26,2037.27,Debit Card,Delivered
4422,324,2025-03-04,940.09,Debit Card,Processing
4423,3134,2025-12-29,1963.66,Cash,Delivered
4424,4558,2025-12-30,1584.6,Debit Card,Cancelled
4425,9477,2025-03-04,2629.46,Cash,Processing
4426,1123,2026-03-30,2138.24,Credit Card,Cancelled
4427,1883,2024-12-10,1267.07,UPI,Cancelled
4428,8614,2025-06-04,2110.13,Debit Card,Processing
4429,9844,2026-02-10,1678.3,Credit Card,Cancelled
4430,904,2025-11-17,2119.09,Debit Card,Shipped
4431,1512,2025-01-01,2910.39,Debit Card,Delivered
4432,6297,2026-03-15,1308.79,UPI,Shipped
4433,7076,2025-11-13,485.99,Credit Card,Cancelled
4434,8700,2024-12-10,1915.23,Credit Card,Shipped
4435,757,2026-04-25,1975.27,Cash,Processing
4436,6891,2025-08-17,288.21,Credit Card,Processing
4437,4516,2026-01-22,690.19,Debit Card,Processing
4438,9870,2026-04-27,2521.83,UPI,Delivered
4439,134,2024-12-23,2216.42,UPI,Processing
4440,176,2024-08-26,108.1,Credit Card,Processing
4441,941,2025-06-20,1115.12,Cash,Shipped
4442,7746,2025-07-17,2527.56,UPI,Delivered
4443,4629,2026-02-18,601.61,Cash,Cancelled
4444,7832,2024-09-20,2123.4,Credit Card,Shipped
4445,6167,2026-03-22,922.56,Credit Card,Shipped
4446,6826,2024-10-02,526.57,PayPal,Processing
4447,2408,2026-05-18,1734.49,PayPal,Cancelled
4448,2397,2025-12-21,2913.13,UPI,Shipped
4449,8846,2024-10-31,765.07,Cash,Shipped
4450,7826,2024-08-06,393.9,Cash,Processing
4451,3344,2025-10-10,1056.67,Debit Card,Shipped
4452,6372,2024-09-18,214.65,Debit Card,Processing
4453,8857,2026-03-17,252.3,Credit Card,Processing
4454,2212,2025-12-05,2278.34,Cash,Cancelled
4455,8082,2026-03-12,421.0,Cash,Delivered
4456,8554,2026-07-05,2411.38,Debit Card,Cancelled
4457,9025,2025-05-07,2521.51,Cash,Delivered
4458,2615,2025-09-27,550.88,Debit Card,Processing
4459,6979,2025-09-30,554.81,Cash,Delivered
4460,8771,2025-10-28,172.18,Credit Card,Shipped
4461,968,2026-06-18,956.61,Debit Card,Delivered
4462,1468,2026-02-15,745.23,PayPal,Cancelled
4463,1058,2026-07-07,2450.77,PayPal,Cancelled
4464,5188,2025-01-18,1123.35,PayPal,Shipped
4465,9079,2025-12-19,2339.23,Debit Card,Shipped
4466,7681,2025-06-16,239.22,PayPal,Delivered
4467,801,2025-08-16,1068.17,Cash,Delivered
4468,6008,2025-02-16,474.05,UPI,Delivered
4469,4866,2024-08-19,659.42,Debit Card,Cancelled
4470,3726,2024-12-27,141.89,Cash,Processing
4471,3653,2024-11-25,1746.4,UPI,Delivered
4472,6757,2026-03-07,2665.49,UPI,Cancelled
4473,9751,2024-11-02,1686.58,PayPal,Delivered
4474,6995,2024-11-10,1797.72,PayPal,Shipped
4475,4572,2024-12-07,301.17,Credit Card,Cancelled
4476,6210,2025-08-14,417.59,Credit Card,Delivered
4477,5450,2025-01-13,703.58,Debit Card,Delivered
4478,4692,2025-05-24,940.39,UPI,Shipped
4479,8688,2025-08-16,2091.8,Debit Card,Processing
4480,8684,2024-07-29,2170.16,Cash,Delivered
4481,3244,2026-05-15,483.13,Debit Card,Delivered
4482,6274,2025-11-11,476.44,PayPal,Cancelled
4483,9669,2025-10-28,638.06,Cash,Delivered
4484,7891,2025-12-16,89.15,Debit Card,Processing
4485,3642,2025-04-05,297.8,Credit Card,Processing
4486,5777,2026-02-12,983.25,Credit Card,Cancelled
4487,641,2025-05-27,211.93,PayPal,Processing
4488,9734,2024-10-28,100.0,UPI,Processing
4489,2606,2025-11-20,1885.01,Debit Card,Delivered
4490,3949,2025-11-05,1009.82,Debit Card,Shipped
4491,7457,2024-10-15,2223.23,Debit Card,Cancelled
4492,3262,2025-05-09,2182.06,PayPal,Processing
4493,9659,2024-07-16,1183.31,Cash,Delivered
4494,4680,2026-03-04,2910.58,Cash,Shipped
4495,4728,2025-10-16,913.1,Debit Card,Processing
4496,4189,2026-04-22,2303.05,UPI,Shipped
4497,9478,2025-05-15,2157.35,PayPal,Processing
4498,4609,2025-12-13,1103.84,PayPal,Delivered
4499,1717,2024-09-07,1781.84,Cash,Delivered
4500,5762,2024-08-20,573.22,Credit Card,Delivered
4501,7915,2025-02-04,1118.45,Credit Card,Delivered
4502,1876,2024-11-28,2642.91,Credit Card,Processing
4503,5141,2025-06-12,54.08,Cash,Delivered
4504,348,2025-06-09,289.29,Cash,Cancelled
4505,2849,2025-04-23,842.55,Debit Card,Cancelled
4506,1307,2025-10-03,507.09,Debit Card,Shipped
4507,2258,2024-08-30,1939.32,Cash,Shipped
4508,1873,2026-04-25,1529.73,Debit Card,Cancelled
4509,3164,2024-08-08,1656.63,Cash,Cancelled
4510,6868,2026-02-09,2315.82,UPI,Processing
4511,3299,2024-09-21,830.44,Debit Card,Processing
